RTE_NBR,BIN_START,BIN_END,AADT_WT,URBAN,CRASH_COUNT,CRASHRATE
5.0,153.0,156.0,222004.88666666657,1,216.0,88.85402341110758
5.0,156.0,159.0,202681.37666666685,1,154.0,69.38933991833416
5.0,159.0,162.0,211721.4966666667,1,156.0,67.28922460290129
5.0,162.0,165.0,223681.69333333374,1,453.0,184.9497041854411
5.0,165.0,168.0,195273.62000000008,1,647.0,302.58443506535883
5.0,168.0,171.0,191829.1000000001,1,451.0,214.7078551266316
5.0,171.0,174.0,188721.69000000003,1,337.0,163.07746983276039
5.0,174.0,177.0,188457.93999999986,1,212.0,102.73236879065598
5.0,177.0,180.0,175456.12000000002,1,134.0,69.74645810231314
5.0,180.0,183.0,166601.11,1,185.0,101.40975152536363
5.0,183.0,186.0,169279.61999999997,1,126.0,67.97539665476859
5.0,186.0,189.0,161736.7766666667,1,103.0,58.15865066638581
5.0,189.0,192.0,148403.63333333342,1,190.0,116.92165335697737
5.0,192.0,195.0,138953.97000000006,1,246.0,161.6776650905154
5.0,195.0,198.0,117166.0,1,64.0,49.8843423727659
5.0,198.0,201.0,115876.97666666651,1,122.0,96.14983780139075
5.0,201.0,204.0,95796.64333333344,1,38.0,36.22590013543473
5.0,204.0,207.0,85607.67666666668,0,30.0,32.00327510422948
5.0,207.0,210.0,76004.04000000002,0,33.0,39.65182153655234
5.0,210.0,213.0,69582.46666666672,0,26.0,34.123958771380494
5.0,213.0,216.0,55834.77666666667,0,17.0,27.805455814636804
5.0,216.0,219.0,55609.0,0,16.0,26.276092262257404
5.0,219.0,222.0,56497.22999999996,0,16.0,25.862988585668237
5.0,222.0,225.0,60252.333333333336,0,15.0,22.735435092947384
5.0,225.0,228.0,63414.636666666665,1,60.0,86.40674050687646
5.0,228.0,231.0,68105.35333333338,1,86.0,115.31958787584503
5.0,231.0,234.0,45630.15999999998,0,27.0,54.03779922440629
5.0,234.0,237.0,42993.47,0,33.0,70.09665956567326
5.0,237.0,240.0,44011.0,0,19.0,39.425593995855536
5.0,240.0,243.0,41987.51999999998,0,22.0,47.85070468775782
5.0,243.0,246.0,41633.479999999996,0,20.0,43.870558460759
5.0,246.0,249.0,40055.73666666667,0,25.0,56.998203324294124
5.0,249.0,252.0,41750.66000000002,1,34.0,74.37062865713325
5.0,252.0,255.0,50316.65999999998,1,65.0,117.97430631048906
5.0,255.0,258.0,50671.64333333351,1,37.0,66.68414938828593
5.0,258.0,261.0,40997.489999999954,1,19.0,42.32356218274827
5.0,261.0,264.0,39732.17333333333,1,25.0,57.46237447614369
5.0,264.0,267.0,34276.86666666665,0,11.0,29.307410733157134
5.0,267.0,270.0,30946.83999999998,0,19.0,56.06904670562808
5.0,270.0,273.0,22238.68333333336,0,15.0,61.59820674479209
5.0,273.0,276.0,15623.910000000127,0,11.0,64.29672278230314
6.0,0.0,3.0,5551.436666666667,0,0.0,0.0
6.0,3.0,6.0,3140.0733333333333,0,0.0,0.0
6.0,6.0,9.0,3123.0,0,0.0,0.0
6.0,9.0,12.0,3123.0,0,0.0,0.0
6.0,12.0,15.0,2368.1666666666665,0,0.0,0.0
