CASENO,VEHNO,DRV_AGE,CONTRIB1,VEHTYPE
2002044595,1,78.0,11.0,1
2002044596,1,18.0,3.0,1
2002044597,1,74.0,5.0,1
2002044598,1,77.0,5.0,2
2002044599,1,42.0,7.0,1
2002044600,1,83.0,5.0,1
2002044601,1,18.0,7.0,2
2002044602,1,22.0,5.0,1
2002044603,1,74.0,5.0,2
2002044604,1,,17.0,1
2002044605,1,21.0,5.0,1
2002044606,1,30.0,5.0,2
2002044607,1,19.0,7.0,1
2002044608,1,40.0,11.0,1
2002044609,1,24.0,5.0,1
2002044610,1,34.0,17.0,1
2002044611,1,26.0,4.0,1
2002044612,1,52.0,7.0,1
2002044613,1,23.0,4.0,1
2002044614,1,20.0,4.0,2
2002044615,1,31.0,4.0,1
2002044616,1,32.0,4.0,1
2002044617,1,47.0,23.0,2
2002044618,1,22.0,5.0,1
2002044619,1,18.0,4.0,1
2002044620,1,27.0,23.0,2
2002044621,1,,5.0,1
2002044622,1,,7.0,1
2002044623,1,38.0,4.0,1
2002044624,1,25.0,4.0,1
2002044625,1,37.0,24.0,1
2002044626,1,46.0,7.0,2
2002044627,1,29.0,5.0,1
2002044628,1,23.0,5.0,1
2002044629,1,38.0,5.0,2
2002044630,1,18.0,1.0,1
2002044631,1,18.0,8.0,1
2002044632,1,23.0,5.0,2
2002044633,1,,5.0,1
2002044634,1,,10.0,1
2002044635,1,26.0,5.0,2
2002044636,1,33.0,5.0,1
2002044637,1,28.0,7.0,2
2002044638,1,34.0,23.0,2
2002044639,1,18.0,11.0,1
2002044640,1,30.0,11.0,2
2002044641,1,28.0,10.0,2
2002044642,1,30.0,16.0,2
2002044643,1,19.0,4.0,1
2002044644,1,41.0,5.0,1
2002044645,1,22.0,23.0,2
2002044646,1,38.0,5.0,2
2002044647,1,46.0,11.0,2
2002044648,1,19.0,4.0,2
2002044649,1,48.0,4.0,2
2002044650,1,51.0,4.0,2
2002044651,1,42.0,4.0,2
2002044652,1,16.0,5.0,1
2002044653,1,43.0,7.0,1
2002044654,1,84.0,5.0,1
2002044655,1,26.0,4.0,2
2002044656,1,47.0,5.0,2
2002044657,1,21.0,4.0,1
2002044658,1,58.0,11.0,1
2002044659,1,48.0,17.0,1
2002044660,1,57.0,5.0,2
2002044661,1,44.0,4.0,2
2002044662,1,54.0,5.0,2
2002044663,1,71.0,5.0,1
2002044664,1,17.0,3.0,1
2002044665,1,77.0,5.0,2
2002044666,1,22.0,22.0,2
2002044667,1,27.0,4.0,1
2002044668,1,48.0,1.0,2
2002044669,1,18.0,5.0,1
2002044670,1,61.0,18.0,1
2002044671,1,81.0,5.0,1
2002044672,1,36.0,7.0,6
2002044673,1,,4.0,1
2002044674,1,18.0,7.0,2
2002044675,1,51.0,11.0,2
2002044676,1,60.0,5.0,2
2002044677,1,21.0,5.0,1
2002044678,1,17.0,7.0,1
2002044679,1,21.0,7.0,1
2002044680,1,20.0,7.0,1
2002044681,1,34.0,7.0,1
2002044682,1,34.0,4.0,1
2002044683,1,24.0,1.0,1
2002044684,1,29.0,18.0,1
2002044685,1,56.0,5.0,2
2002044686,1,18.0,11.0,1
2002044687,1,45.0,11.0,2
2002044688,1,28.0,1.0,1
2002044689,1,47.0,4.0,2
2002044690,1,26.0,1.0,1
2002044691,1,43.0,7.0,1
2002044692,1,20.0,4.0,1
2002044693,1,63.0,11.0,1
2002044694,1,29.0,4.0,2
2002044695,1,32.0,5.0,2
2002044696,1,27.0,7.0,1
2002044697,1,25.0,5.0,2
2002044698,1,20.0,1.0,2
2002044699,1,24.0,5.0,1
2002044700,1,51.0,5.0,1
2002044701,1,27.0,11.0,1
2002044702,1,30.0,5.0,1
2002044703,1,45.0,11.0,1
2002044704,1,24.0,1.0,1
2002044705,1,86.0,11.0,1
2002044706,1,20.0,23.0,1
2002044707,1,75.0,5.0,1
2002044708,1,30.0,7.0,2
2002044709,1,18.0,7.0,1
2002044710,1,,23.0,1
2002044711,1,37.0,7.0,1
2002044712,1,31.0,7.0,1
2002044713,1,20.0,7.0,2
2002044714,1,,5.0,1
2002044715,1,52.0,1.0,2
2002044716,1,26.0,7.0,1
2002044717,1,23.0,5.0,1
2002044718,1,60.0,11.0,2
2002044719,1,30.0,5.0,1
2002044720,1,56.0,12.0,2
2002044721,1,49.0,7.0,2
2002044722,1,52.0,18.0,1
2002044723,1,,11.0,0
2002044724,1,49.0,7.0,2
2002044725,1,19.0,7.0,2
2002044726,1,,7.0,1
2002044727,1,20.0,11.0,1
2002044728,1,52.0,18.0,1
2002044729,1,23.0,23.0,1
2002044730,1,34.0,11.0,2
2002044731,1,53.0,7.0,1
2002044732,1,62.0,7.0,1
2002044733,1,21.0,7.0,2
2002044734,1,17.0,3.0,1
2002044735,1,,22.0,2
2002044736,1,37.0,17.0,1
2002044738,1,37.0,5.0,2
2002044739,1,40.0,5.0,2
2002044740,1,23.0,17.0,1
2002044741,1,45.0,18.0,2
2002044742,1,42.0,18.0,2
2002044743,1,54.0,14.0,2
2002044744,1,57.0,5.0,2
2002044745,1,89.0,23.0,1
2002044746,1,23.0,5.0,2
2002044747,1,30.0,5.0,2
2002044748,1,25.0,5.0,0
2002044749,1,19.0,7.0,1
2002044750,1,37.0,31.0,1
2002044751,1,22.0,23.0,1
2002044752,1,44.0,5.0,1
2002044753,1,45.0,5.0,1
2002044754,1,18.0,7.0,2
2002044755,1,45.0,1.0,1
2002044756,1,18.0,11.0,1
2002044757,1,42.0,5.0,1
2002044758,1,21.0,10.0,2
2002044759,1,23.0,24.0,2
2002044760,1,38.0,7.0,2
2002044761,1,45.0,7.0,2
2002044762,1,32.0,10.0,1
2002044763,1,52.0,5.0,2
2002044764,1,76.0,7.0,1
2002044765,1,49.0,1.0,2
2002044766,1,,23.0,0
2002044767,1,,12.0,2
2002044768,1,26.0,11.0,1
2002044769,1,28.0,5.0,4
2002044770,1,,7.0,1
2002044771,1,26.0,5.0,2
2002044772,1,78.0,10.0,1
2002044773,1,46.0,5.0,1
2002044774,1,19.0,23.0,1
2002044775,1,73.0,1.0,1
2002044776,1,16.0,23.0,1
2002044777,1,34.0,17.0,2
2002044778,1,57.0,11.0,1
2002044779,1,27.0,7.0,2
2002044780,1,39.0,7.0,1
2002044781,1,22.0,7.0,1
2002044782,1,54.0,5.0,1
2002044783,1,28.0,4.0,1
2002044784,1,48.0,7.0,2
2002044785,1,29.0,4.0,1
2002044786,1,20.0,7.0,1
2002044787,1,21.0,5.0,2
2002044788,1,41.0,22.0,2
2002044789,1,69.0,11.0,1
2002044790,1,18.0,5.0,1
2002044791,1,17.0,7.0,1
2002044792,1,55.0,7.0,1
2002044793,1,17.0,1.0,2
2002044794,1,17.0,10.0,1
2002044795,1,25.0,18.0,2
2002044796,1,,5.0,1
2002044797,1,16.0,14.0,2
2002044798,1,28.0,5.0,2
2002044799,1,60.0,5.0,2
2002044800,1,24.0,18.0,1
2002044801,1,18.0,5.0,1
2002044802,1,25.0,4.0,1
2002044803,1,50.0,17.0,2
2002044804,1,73.0,11.0,1
2002044805,1,54.0,22.0,1
2002044806,1,52.0,18.0,1
2002044807,1,27.0,5.0,2
2002044808,1,33.0,23.0,2
2002044809,1,31.0,23.0,2
2002044810,1,46.0,12.0,1
2002044811,1,44.0,5.0,2
2002044812,1,27.0,5.0,1
2002044813,1,,10.0,2
2002044814,1,31.0,18.0,2
2002044815,1,48.0,12.0,1
2002044816,1,65.0,7.0,4
2002044817,1,69.0,16.0,2
2002044818,1,17.0,5.0,1
2002044819,1,34.0,4.0,1
2002044820,1,53.0,5.0,3
2002044821,1,,5.0,2
2002044822,1,27.0,4.0,2
2002044823,1,20.0,18.0,1
2002044824,1,22.0,4.0,1
2002044825,1,22.0,23.0,1
2002044826,1,42.0,4.0,2
2002044827,1,21.0,5.0,1
2002044828,1,,7.0,1
2002044829,1,44.0,7.0,1
2002044830,1,64.0,5.0,1
2002044831,1,45.0,16.0,6
2002044832,1,53.0,4.0,1
2002044833,1,,23.0,2
2002044834,1,,7.0,2
2002044835,1,32.0,7.0,2
2002044836,1,26.0,5.0,2
2002044837,1,20.0,11.0,1
2002044838,1,24.0,18.0,1
2002044839,1,38.0,5.0,1
2002044840,1,18.0,7.0,1
2002044841,1,35.0,11.0,2
2002044842,1,21.0,7.0,1
2002044843,1,49.0,11.0,2
2002044844,1,18.0,7.0,2
2002044845,1,26.0,7.0,1
2002044846,1,54.0,12.0,1
2002044847,1,21.0,6.0,2
2002044848,1,39.0,18.0,2
2002044849,1,21.0,7.0,1
2002044850,1,,7.0,2
2002044851,1,35.0,5.0,1
2002044852,1,44.0,11.0,2
2002044853,1,71.0,7.0,2
2002044854,1,51.0,7.0,2
2002044855,1,26.0,7.0,1
2002044856,1,54.0,5.0,2
2002044857,1,70.0,16.0,14
2002044858,1,45.0,,2
2002044859,1,27.0,11.0,3
2002044860,1,27.0,23.0,1
2002044861,1,17.0,7.0,1
2002044862,1,32.0,23.0,1
2002044863,1,20.0,5.0,1
2002044864,1,27.0,16.0,2
2002044865,1,24.0,23.0,2
2002044866,1,19.0,4.0,2
2002044867,1,44.0,5.0,1
2002044868,1,,6.0,0
2002044869,1,,22.0,0
2002044870,1,44.0,7.0,1
2002044871,1,61.0,4.0,2
2002044872,1,34.0,11.0,1
2002044873,1,19.0,4.0,1
2002044874,1,,7.0,1
2002044875,1,37.0,1.0,1
2002044876,1,59.0,11.0,2
2002044877,1,33.0,7.0,2
2002044878,1,24.0,4.0,1
2002044879,1,16.0,5.0,2
2002044880,1,50.0,1.0,2
2002044881,1,21.0,1.0,1
2002044882,1,75.0,4.0,1
2002044883,1,38.0,1.0,1
2002044884,1,26.0,5.0,2
2002044885,1,69.0,7.0,1
2002044886,1,87.0,23.0,1
2002044887,1,34.0,7.0,2
2002044889,1,51.0,5.0,2
2002044890,1,,11.0,1
2002044891,1,72.0,18.0,2
2002044892,1,51.0,5.0,12
2002044893,1,63.0,18.0,1
2002044894,1,60.0,5.0,1
2002044895,1,,6.0,2
2002044896,1,23.0,10.0,1
2002044897,1,19.0,5.0,13
2002044898,1,84.0,7.0,2
2002044899,1,64.0,10.0,2
2002044900,1,55.0,18.0,2
2002044901,1,22.0,7.0,1
2002044902,1,28.0,7.0,2
2002044903,1,38.0,7.0,1
2002044904,1,19.0,1.0,2
2002044905,1,38.0,23.0,2
2002044906,1,20.0,11.0,1
2002044907,1,24.0,18.0,2
2002044908,1,35.0,7.0,1
2002044909,1,19.0,11.0,2
2002044910,1,45.0,7.0,5
2002044911,1,38.0,23.0,1
2002044912,1,,5.0,2
2002044913,1,33.0,10.0,2
2002044914,1,86.0,10.0,1
2002044915,1,19.0,23.0,1
2002044916,1,,5.0,0
2002044917,1,56.0,23.0,2
2002044918,1,45.0,18.0,1
2002044919,1,,23.0,1
2002044920,1,20.0,5.0,1
2002044921,1,34.0,5.0,2
2002044922,1,,5.0,1
2002044923,1,15.0,5.0,2
2002044924,1,16.0,24.0,1
2002044925,1,21.0,5.0,2
2002044926,1,,17.0,1
2002044927,1,21.0,5.0,1
2002044928,1,45.0,18.0,2
2002044929,1,,7.0,0
2002044930,1,18.0,7.0,1
2002044931,1,22.0,7.0,2
2002044932,1,19.0,5.0,2
2002044933,1,18.0,5.0,2
2002044934,1,55.0,23.0,5
2002044935,1,71.0,18.0,1
2002044936,1,63.0,22.0,1
2002044937,1,85.0,23.0,1
2002044938,1,65.0,5.0,2
2002044939,1,54.0,5.0,1
2002044940,1,26.0,5.0,1
2002044941,1,45.0,11.0,2
2002044942,1,23.0,1.0,2
2002044943,1,48.0,10.0,2
2002044944,1,39.0,1.0,1
2002044945,1,45.0,5.0,1
2002044946,1,44.0,7.0,6
2002044947,1,34.0,23.0,2
2002044948,1,,23.0,1
2002044949,1,17.0,4.0,1
2002044950,1,74.0,18.0,1
2002044951,1,,23.0,1
2002044952,1,18.0,5.0,2
2002044953,1,32.0,11.0,1
2002044954,1,42.0,23.0,1
2002044955,1,43.0,5.0,1
2002044956,1,36.0,1.0,1
2002044957,1,,23.0,6
2002044958,1,19.0,7.0,1
2002044959,1,58.0,5.0,2
2002044960,1,36.0,5.0,1
2002044961,1,25.0,5.0,1
2002044962,1,23.0,7.0,1
2002044963,1,20.0,10.0,1
2002044964,1,31.0,4.0,1
2002044965,1,16.0,18.0,1
2002044966,1,71.0,23.0,2
2002044967,1,36.0,5.0,1
2002044968,1,32.0,5.0,2
2002044969,1,24.0,4.0,1
2002044970,1,31.0,17.0,1
2002044971,1,32.0,22.0,1
2002044972,1,25.0,23.0,2
2002044973,1,34.0,4.0,1
2002044974,1,25.0,7.0,1
2002044975,1,25.0,11.0,1
2002044976,1,32.0,4.0,2
2002044977,1,17.0,4.0,1
2002044978,1,49.0,23.0,1
2002044979,1,20.0,5.0,1
2002044980,1,27.0,23.0,2
2002044981,1,21.0,7.0,1
2002044982,1,35.0,23.0,2
2002044983,1,17.0,1.0,1
2002044984,1,63.0,18.0,1
2002044986,1,24.0,1.0,1
2002044987,1,21.0,23.0,2
2002044988,1,,17.0,2
2002044989,1,77.0,23.0,1
2002044990,1,27.0,3.0,1
2002044991,1,44.0,18.0,1
2002044993,1,39.0,7.0,6
2002044995,1,57.0,5.0,2
2002044996,1,23.0,7.0,2
2002044997,1,18.0,5.0,1
2002044999,1,47.0,4.0,6
2002045000,1,28.0,23.0,1
2002045001,1,70.0,5.0,1
2002045002,1,44.0,10.0,1
2002045003,1,20.0,23.0,1
2002045004,1,42.0,18.0,1
2002045005,1,17.0,7.0,2
2002045006,1,33.0,4.0,1
2002045007,1,20.0,4.0,1
2002045008,1,27.0,14.0,0
2002045010,1,44.0,6.0,2
2002045012,1,31.0,4.0,2
2002045013,1,31.0,14.0,1
2002045015,1,18.0,4.0,2
2002045016,1,28.0,4.0,2
2002045017,1,35.0,18.0,2
2002045018,1,55.0,5.0,3
2002045019,1,31.0,10.0,2
2002045021,1,28.0,5.0,1
2002045022,1,62.0,5.0,2
2002045023,1,19.0,23.0,1
2002045024,1,18.0,7.0,1
2002045025,1,53.0,5.0,2
2002045027,1,,5.0,2
2002045028,1,22.0,1.0,1
2002045029,1,28.0,11.0,2
2002045032,1,51.0,23.0,6
2002045033,1,31.0,7.0,2
2002045034,1,,4.0,1
2002045035,1,39.0,7.0,2
2002045037,1,21.0,4.0,2
2002045038,1,42.0,31.0,2
2002045039,1,24.0,4.0,1
2002045040,1,22.0,1.0,1
2002045041,1,51.0,23.0,1
2002045042,1,35.0,7.0,2
2002045043,1,47.0,18.0,1
2002045044,1,,7.0,0
2002045046,1,45.0,4.0,1
2002045047,1,19.0,7.0,2
2002045048,1,67.0,11.0,2
2002045049,1,42.0,7.0,2
2002045050,1,20.0,7.0,1
2002045052,1,17.0,8.0,1
2002045054,1,,7.0,1
2002045055,1,25.0,4.0,2
2002045056,1,50.0,1.0,1
2002045057,1,65.0,17.0,2
2002045059,1,38.0,1.0,1
2002045060,1,35.0,14.0,1
2002045063,1,29.0,5.0,1
2002045064,1,37.0,4.0,1
2002045065,1,51.0,23.0,1
2002045066,1,29.0,4.0,2
2002045067,1,40.0,4.0,1
2002045068,1,58.0,5.0,10
2002045069,1,33.0,11.0,1
2002045070,1,36.0,7.0,1
2002045071,1,37.0,5.0,1
2002045072,1,67.0,4.0,2
2002045077,1,31.0,4.0,10
2002045078,1,34.0,5.0,1
2002045079,1,27.0,4.0,1
2002045081,1,21.0,3.0,1
2002045082,1,47.0,4.0,1
2002045083,1,40.0,23.0,1
2002045084,1,44.0,10.0,1
2002045085,1,20.0,4.0,1
2002045087,1,35.0,4.0,2
2002045089,1,19.0,4.0,1
2002045090,1,23.0,4.0,1
2002045091,1,33.0,7.0,2
2002045092,1,19.0,18.0,1
2002045093,1,21.0,4.0,1
2002045094,1,34.0,4.0,1
2002045095,1,28.0,4.0,2
2002045096,1,27.0,1.0,1
2002045097,1,28.0,4.0,1
2002045098,1,19.0,16.0,1
2002045099,1,43.0,18.0,2
2002045100,1,46.0,1.0,2
2002045101,1,21.0,31.0,2
2002045102,1,,24.0,0
2002045103,1,48.0,1.0,1
2002045104,1,20.0,1.0,1
2002045105,1,26.0,11.0,1
2002045106,1,51.0,7.0,2
2002045107,1,35.0,7.0,1
2002045108,1,38.0,4.0,2
2002045109,1,18.0,3.0,1
2002045110,1,25.0,4.0,2
2002045111,1,23.0,4.0,2
2002045112,1,34.0,23.0,1
2002045113,1,55.0,18.0,1
2002045114,1,63.0,5.0,2
2002045116,1,24.0,7.0,1
2002045117,1,25.0,4.0,2
2002045118,1,75.0,4.0,2
2002045119,1,19.0,4.0,1
2002045120,1,59.0,33.0,1
2002045121,1,43.0,5.0,2
2002045122,1,37.0,18.0,1
2002045123,1,44.0,7.0,2
2002045124,1,58.0,4.0,2
2002045125,1,27.0,18.0,1
2002045127,1,44.0,16.0,2
2002045128,1,55.0,4.0,1
2002045129,1,30.0,4.0,2
2002045130,1,22.0,4.0,1
2002045131,1,57.0,5.0,1
2002045133,1,36.0,23.0,1
2002045134,1,28.0,7.0,1
2002045135,1,20.0,4.0,1
2002045136,1,18.0,11.0,3
2002045137,1,34.0,23.0,1
2002045138,1,44.0,7.0,1
2002045139,1,53.0,23.0,2
2002045140,1,32.0,18.0,2
2002045141,1,45.0,4.0,1
2002045142,1,21.0,4.0,1
2002045143,1,21.0,4.0,1
2002045144,1,37.0,4.0,2
2002045146,1,32.0,4.0,6
2002045147,1,41.0,5.0,3
2002045148,1,24.0,4.0,1
2002045150,1,25.0,23.0,2
2002045151,1,20.0,18.0,2
2002045152,1,19.0,7.0,2
2002045156,1,46.0,18.0,2
2002045157,1,50.0,5.0,2
2002045158,1,60.0,7.0,1
2002045159,1,33.0,7.0,2
2002045160,1,43.0,7.0,1
2002045161,1,30.0,18.0,1
2002045164,1,24.0,7.0,1
2002045165,1,54.0,4.0,2
2002045166,1,19.0,7.0,1
2002045167,1,51.0,20.0,1
2002045169,1,31.0,7.0,1
2002045170,1,16.0,23.0,2
2002045171,1,38.0,11.0,9
2002045172,1,50.0,4.0,1
2002045173,1,70.0,5.0,1
2002045174,1,46.0,7.0,2
2002045175,1,50.0,4.0,1
2002045176,1,22.0,4.0,1
2002045177,1,27.0,14.0,2
2002045178,1,30.0,23.0,1
2002045179,1,58.0,5.0,1
2002045180,1,30.0,23.0,1
2002045181,1,23.0,4.0,2
2002045182,1,28.0,20.0,2
2002045183,1,17.0,14.0,1
2002045184,1,46.0,5.0,10
2002045185,1,21.0,5.0,2
2002045186,1,23.0,23.0,2
2002045187,1,29.0,7.0,2
2002045188,1,31.0,7.0,1
2002045189,1,21.0,7.0,1
2002045190,1,43.0,4.0,1
2002045191,1,23.0,5.0,1
2002045192,1,24.0,7.0,1
2002045193,1,31.0,4.0,1
2002045194,1,18.0,22.0,1
2002045195,1,31.0,5.0,2
2002045196,1,50.0,18.0,10
2002045197,1,27.0,1.0,1
2002045198,1,26.0,23.0,1
2002045199,1,77.0,11.0,1
2002045200,1,38.0,23.0,1
2002045201,1,58.0,5.0,1
2002045202,1,30.0,5.0,1
2002045203,1,22.0,5.0,1
2002045204,1,53.0,11.0,1
2002045205,1,,7.0,1
2002045206,1,34.0,22.0,2
2002045207,1,28.0,22.0,1
2002045208,1,37.0,5.0,1
2002045209,1,49.0,10.0,2
2002045210,1,42.0,5.0,2
2002045211,1,15.0,12.0,1
2002045212,1,66.0,11.0,1
2002045213,1,17.0,5.0,1
2002045214,1,18.0,7.0,1
2002045215,1,82.0,23.0,1
2002045216,1,17.0,4.0,2
2002045217,1,41.0,7.0,2
2002045218,1,,10.0,7
2002045219,1,77.0,14.0,1
2002045220,1,58.0,5.0,2
2002045221,1,31.0,1.0,2
2002045222,1,46.0,11.0,2
2002045223,1,46.0,7.0,1
2002045224,1,47.0,31.0,1
2002045225,1,21.0,18.0,2
2002045226,1,59.0,4.0,1
2002045227,1,29.0,1.0,2
2002045228,1,24.0,7.0,2
2002045229,1,21.0,18.0,1
2002045230,1,21.0,7.0,1
2002045231,1,24.0,12.0,1
2002045232,1,62.0,4.0,2
2002045233,1,39.0,23.0,7
2002045234,1,57.0,23.0,2
2002045235,1,40.0,18.0,2
2002045236,1,18.0,5.0,2
2002045237,1,41.0,5.0,2
2002045238,1,25.0,5.0,1
2002045239,1,16.0,3.0,2
2002045240,1,,24.0,2
2002045241,1,58.0,18.0,1
2002045242,1,44.0,4.0,1
2002045243,1,23.0,23.0,1
2002045244,1,46.0,5.0,2
2002045245,1,17.0,1.0,1
2002045246,1,65.0,18.0,1
2002045247,1,50.0,18.0,1
2002045248,1,23.0,18.0,1
2002045249,1,27.0,7.0,1
2002045250,1,47.0,18.0,1
2002045251,1,23.0,10.0,1
2002045252,1,39.0,18.0,2
2002045253,1,36.0,7.0,2
2002045254,1,21.0,16.0,3
2002045255,1,17.0,5.0,1
2002045256,1,29.0,5.0,1
2002045257,1,67.0,5.0,1
2002045258,1,17.0,7.0,1
2002045259,1,58.0,18.0,1
2002045260,1,69.0,5.0,1
2002045261,1,46.0,31.0,2
2002045262,1,18.0,5.0,1
2002045263,1,65.0,7.0,1
2002045264,1,38.0,7.0,1
2002045265,1,44.0,7.0,2
2002045266,1,27.0,31.0,1
2002045267,1,29.0,4.0,1
2002045268,1,20.0,7.0,1
2002045269,1,44.0,18.0,3
2002045270,1,,7.0,1
2002045271,1,17.0,5.0,1
2002045272,1,33.0,5.0,2
2002045273,1,22.0,4.0,2
2002045274,1,32.0,4.0,3
2002045275,1,35.0,7.0,2
2002045276,1,47.0,23.0,2
2002045277,1,22.0,7.0,1
2002045278,1,33.0,23.0,2
2002045279,1,19.0,5.0,1
2002045280,1,60.0,5.0,2
2002045281,1,,23.0,2
2002045282,1,57.0,7.0,1
2002045283,1,36.0,4.0,2
2002045284,1,44.0,4.0,1
2002045285,1,55.0,7.0,2
2002045286,1,17.0,11.0,1
2002045287,1,21.0,11.0,1
2002045288,1,,24.0,2
2002045289,1,40.0,24.0,2
2002045290,1,16.0,5.0,1
2002045291,1,36.0,5.0,1
2002045292,1,27.0,4.0,2
2002045293,1,,5.0,2
2002045294,1,69.0,5.0,2
2002045295,1,23.0,10.0,1
2002045296,1,,7.0,2
2002045297,1,20.0,5.0,1
2002045298,1,44.0,5.0,1
2002045299,1,29.0,4.0,1
2002045300,1,,5.0,1
2002045301,1,28.0,23.0,2
2002045302,1,22.0,7.0,1
2002045303,1,43.0,5.0,1
2002045304,1,47.0,10.0,2
2002045305,1,20.0,11.0,2
2002045306,1,16.0,5.0,1
2002045307,1,18.0,4.0,1
2002045308,1,19.0,4.0,1
2002045309,1,45.0,22.0,6
2002045310,1,44.0,11.0,1
2002045311,1,28.0,7.0,1
2002045312,1,54.0,5.0,2
2002045313,1,46.0,5.0,1
2002045314,1,20.0,11.0,1
2002045315,1,34.0,4.0,1
2002045316,1,21.0,4.0,2
2002045317,1,44.0,5.0,2
2002045318,1,32.0,5.0,1
2002045319,1,29.0,17.0,2
2002045320,1,71.0,18.0,1
2002045321,1,75.0,11.0,1
2002045322,1,72.0,4.0,4
2002045323,1,36.0,23.0,1
2002045324,1,31.0,23.0,1
2002045325,1,37.0,5.0,6
2002045326,1,43.0,5.0,2
2002045327,1,38.0,23.0,2
2002045328,1,54.0,7.0,1
2002045329,1,31.0,24.0,2
2002045330,1,23.0,5.0,1
2002045331,1,45.0,11.0,2
2002045332,1,18.0,7.0,1
2002045333,1,32.0,1.0,1
2002045334,1,19.0,11.0,2
2002045335,1,,12.0,1
2002045336,1,39.0,7.0,1
2002045337,1,47.0,1.0,1
2002045338,1,31.0,1.0,2
2002045339,1,35.0,18.0,1
2002045340,1,18.0,4.0,1
2002045341,1,70.0,23.0,1
2002045342,1,48.0,4.0,1
2002045343,1,49.0,23.0,1
2002045344,1,29.0,11.0,1
2002045345,1,18.0,1.0,2
2002045346,1,43.0,14.0,2
2002045347,1,20.0,5.0,1
2002045348,1,,7.0,1
2002045349,1,26.0,7.0,1
2002045350,1,65.0,22.0,1
2002045351,1,40.0,7.0,2
2002045352,1,54.0,11.0,2
2002045353,1,37.0,5.0,2
2002045354,1,40.0,17.0,2
2002045355,1,77.0,10.0,1
2002045356,1,30.0,7.0,1
2002045357,1,25.0,12.0,1
2002045358,1,,5.0,2
2002045359,1,32.0,5.0,2
2002045360,1,58.0,18.0,1
2002045361,1,23.0,4.0,1
2002045362,1,21.0,4.0,2
2002045363,1,27.0,4.0,2
2002045364,1,22.0,7.0,2
2002045365,1,18.0,7.0,1
2002045366,1,18.0,7.0,1
2002045367,1,89.0,5.0,1
2002045368,1,29.0,5.0,1
2002045369,1,,10.0,1
2002045370,1,22.0,18.0,2
2002045371,1,46.0,23.0,2
2002045372,1,56.0,16.0,12
2002045373,1,35.0,1.0,1
2002045374,1,20.0,11.0,3
2002045375,1,24.0,11.0,1
2002045376,1,25.0,4.0,1
2002045377,1,55.0,18.0,2
2002045378,1,54.0,22.0,2
2002045379,1,,7.0,2
2002045380,1,,10.0,7
2002045381,1,46.0,18.0,6
2002045382,1,24.0,6.0,2
2002045383,1,20.0,5.0,1
2002045384,1,22.0,22.0,2
2002045385,1,19.0,23.0,1
2002045386,1,23.0,7.0,1
2002045387,1,37.0,7.0,1
2002045388,1,18.0,5.0,2
2002045389,1,16.0,5.0,2
2002045390,1,54.0,24.0,2
2002045391,1,25.0,4.0,1
2002045392,1,64.0,22.0,2
2002045393,1,46.0,22.0,1
2002045394,1,24.0,11.0,2
2002045395,1,46.0,5.0,1
2002045396,1,17.0,7.0,2
2002045397,1,35.0,5.0,1
2002045398,1,18.0,5.0,2
2002045399,1,35.0,18.0,1
2002045400,1,43.0,4.0,14
2002045401,1,47.0,4.0,2
2002C00001,1,39.0,,2
2002C00002,1,24.0,,1
2002C00003,1,24.0,,2
2002C00004,1,56.0,,2
2002C00005,1,22.0,,1
2002C00006,1,17.0,,1
2002C00007,1,41.0,,1
2002C00008,1,48.0,,2
2002C00009,1,50.0,,1
2002C00010,1,60.0,,0
2002C00011,1,46.0,,3
2002C00012,1,23.0,,2
2002C00013,1,47.0,,1
2002C00014,1,24.0,,0
2002C00015,1,74.0,,1
2002C00016,1,62.0,,0
2002C00017,1,67.0,,2
2002C00018,1,18.0,,1
2002C00019,1,48.0,,2
2002C00020,1,47.0,,0
2002C00021,1,35.0,,1
2002C00022,1,49.0,,2
2002C00023,1,40.0,,1
2002C00024,1,28.0,,2
2002C00025,1,58.0,,1
2002C00026,1,27.0,,1
2002C00027,1,48.0,,6
2002C00028,1,41.0,,2
2002C00029,1,30.0,,2
2002C00030,1,25.0,,1
2002C00031,1,39.0,,1
2002C00032,1,28.0,,1
2002C00033,1,17.0,,1
2002C00034,1,38.0,,2
2002C00035,1,35.0,,1
2002C00036,1,58.0,,1
2002C00037,1,41.0,,1
2002C00038,1,40.0,,2
2002C00039,1,76.0,,1
2002C00040,1,48.0,,2
2002C00041,1,46.0,,0
2002C00042,1,19.0,,2
2002C00043,1,,,1
2002C00044,1,41.0,,1
2002C00045,1,31.0,,1
2002C00046,1,17.0,,1
2002C00047,1,22.0,,1
2002C00048,1,21.0,,1
2002C00049,1,77.0,,2
2002C00050,1,35.0,,1
2002C00051,1,38.0,,1
2002C00052,1,21.0,,1
2002C00053,1,51.0,,2
2002C00054,1,62.0,,2
2002C00055,1,56.0,,1
2002C00056,1,20.0,,2
2002C00057,1,53.0,,1
2002C00058,1,53.0,,2
2002C00059,1,45.0,,1
2002C00060,1,62.0,,1
2002C00061,1,48.0,,1
2002C00062,1,32.0,,1
2002C00063,1,38.0,,1
2002C00064,1,64.0,,1
2002C00065,1,38.0,,2
2002C00066,1,47.0,,1
2002C00067,1,56.0,,2
2002C00068,1,66.0,,2
2002C00069,1,58.0,,1
2002C00070,1,53.0,,1
2002C00071,1,21.0,,1
