CASENO,VEHNO,DRV_AGE,CONTRIB1,VEHTYPE
2002041533,1,38.0,4.0,1
2002041534,1,28.0,4.0,1
2002041535,1,38.0,4.0,1
2002041536,1,32.0,5.0,2
2002041537,1,54.0,18.0,2
2002041538,1,21.0,4.0,1
2002041539,1,23.0,14.0,1
2002041540,1,17.0,14.0,1
2002041541,1,48.0,4.0,1
2002041542,1,41.0,4.0,1
2002041543,1,,5.0,0
2002041544,1,38.0,4.0,2
2002041545,1,18.0,4.0,1
2002041546,1,38.0,17.0,2
2002041547,1,,18.0,0
2002041548,1,31.0,11.0,2
2002041549,1,28.0,23.0,2
2002041550,1,17.0,16.0,2
2002041551,1,,17.0,1
2002041552,1,28.0,4.0,2
2002041553,1,37.0,4.0,2
2002041554,1,19.0,4.0,1
2002041555,1,35.0,5.0,2
2002041556,1,29.0,5.0,2
2002041557,1,70.0,14.0,2
2002041558,1,16.0,8.0,1
2002041559,1,41.0,22.0,2
2002041560,1,16.0,4.0,1
2002041561,1,18.0,4.0,2
2002041562,1,70.0,5.0,1
2002041563,1,24.0,7.0,1
2002041564,1,54.0,7.0,1
2002041565,1,57.0,18.0,1
2002041567,1,18.0,17.0,1
2002041568,1,35.0,10.0,2
2002041569,1,42.0,4.0,4
2002041570,1,30.0,5.0,1
2002041571,1,40.0,18.0,1
2002041572,1,21.0,5.0,1
2002041573,1,29.0,4.0,2
2002041574,1,25.0,18.0,2
2002041575,1,26.0,18.0,2
2002041576,1,20.0,8.0,2
2002041577,1,56.0,5.0,1
2002041578,1,54.0,4.0,2
2002041579,1,20.0,16.0,1
2002041580,1,63.0,11.0,1
2002041581,1,65.0,5.0,1
2002041582,1,26.0,5.0,2
2002041583,1,24.0,7.0,2
2002041584,1,59.0,4.0,2
2002041585,1,33.0,5.0,1
2002041586,1,40.0,23.0,2
2002041587,1,79.0,11.0,2
2002041588,1,32.0,5.0,2
2002041589,1,21.0,5.0,1
2002041590,1,,7.0,2
2002041591,1,36.0,5.0,1
2002041592,1,41.0,5.0,2
2002041593,1,66.0,31.0,2
2002041594,1,21.0,4.0,1
2002041595,1,78.0,20.0,1
2002041596,1,22.0,5.0,1
2002041597,1,31.0,5.0,2
2002041598,1,16.0,5.0,1
2002041599,1,46.0,4.0,2
2002041600,1,27.0,4.0,2
2002041601,1,28.0,2.0,1
2002041602,1,57.0,18.0,2
2002041603,1,24.0,5.0,1
2002041604,1,86.0,5.0,1
2002041605,1,18.0,10.0,2
2002041606,1,53.0,10.0,1
2002041607,1,24.0,4.0,1
2002041608,1,44.0,23.0,3
2002041609,1,19.0,7.0,1
2002041610,1,17.0,4.0,2
2002041611,1,24.0,24.0,1
2002041612,1,27.0,7.0,2
2002041613,1,54.0,5.0,2
2002041615,1,,24.0,2
2002041616,1,43.0,5.0,1
2002041617,1,24.0,7.0,1
2002041618,1,44.0,4.0,2
2002041619,1,18.0,5.0,1
2002041620,1,27.0,5.0,2
2002041621,1,21.0,5.0,1
2002041622,1,43.0,23.0,3
2002041623,1,30.0,5.0,2
2002041624,1,58.0,4.0,7
2002041625,1,48.0,10.0,1
2002041626,1,46.0,5.0,1
2002041627,1,18.0,5.0,1
2002041628,1,50.0,5.0,2
2002041629,1,42.0,7.0,2
2002041630,1,19.0,11.0,2
2002041631,1,30.0,5.0,2
2002041632,1,18.0,5.0,2
2002041633,1,29.0,4.0,2
2002041634,1,33.0,7.0,2
2002041635,1,20.0,7.0,2
2002041636,1,60.0,4.0,1
2002041637,1,18.0,4.0,1
2002041638,1,35.0,4.0,2
2002041639,1,56.0,4.0,1
2002041640,1,43.0,4.0,2
2002041641,1,23.0,4.0,1
2002041642,1,28.0,4.0,2
2002041643,1,24.0,4.0,1
2002041644,1,63.0,18.0,1
2002041645,1,35.0,4.0,2
2002041646,1,25.0,18.0,2
2002041647,1,18.0,7.0,2
2002041648,1,36.0,7.0,2
2002041649,1,37.0,1.0,1
2002041650,1,23.0,7.0,1
2002041651,1,34.0,7.0,2
2002041652,1,31.0,18.0,1
2002041653,1,29.0,7.0,2
2002041654,1,,5.0,1
2002041655,1,41.0,2.0,2
2002041656,1,50.0,4.0,2
2002041657,1,45.0,16.0,2
2002041658,1,19.0,5.0,1
2002041659,1,37.0,5.0,2
2002041660,1,39.0,7.0,2
2002041661,1,49.0,1.0,1
2002041662,1,,5.0,1
2002041663,1,41.0,5.0,1
2002041664,1,29.0,7.0,1
2002041665,1,31.0,11.0,1
2002041666,1,34.0,17.0,6
2002041667,1,31.0,18.0,1
2002041668,1,39.0,5.0,2
2002041669,1,19.0,7.0,1
2002041670,1,19.0,7.0,1
2002041671,1,27.0,4.0,2
2002041672,1,29.0,1.0,2
2002041673,1,50.0,16.0,1
2002041674,1,52.0,18.0,1
2002041675,1,52.0,18.0,2
2002041676,1,31.0,4.0,1
2002041677,1,59.0,,2
2002041678,1,59.0,17.0,2
2002041679,1,48.0,23.0,2
2002041680,1,35.0,23.0,3
2002041681,1,40.0,4.0,2
2002041682,1,49.0,4.0,1
2002041683,1,42.0,23.0,2
2002041684,1,46.0,18.0,1
2002041685,1,37.0,23.0,1
2002041686,1,19.0,5.0,1
2002041687,1,51.0,18.0,1
2002041688,1,20.0,4.0,1
2002041689,1,50.0,5.0,2
2002041690,1,29.0,17.0,2
2002041691,1,17.0,16.0,1
2002041692,1,,4.0,2
2002041693,1,32.0,7.0,1
2002041694,1,33.0,4.0,2
2002041695,1,18.0,5.0,2
2002041696,1,89.0,5.0,1
2002041697,1,52.0,10.0,1
2002041698,1,38.0,23.0,3
2002041699,1,32.0,18.0,1
2002041700,1,29.0,4.0,2
2002041701,1,21.0,5.0,2
2002041702,1,29.0,23.0,1
2002041703,1,18.0,4.0,1
2002041704,1,18.0,7.0,2
2002041705,1,41.0,7.0,1
2002041706,1,23.0,23.0,2
2002041707,1,38.0,5.0,1
2002041708,1,37.0,1.0,2
2002041709,1,81.0,5.0,1
2002041710,1,16.0,7.0,1
2002041711,1,45.0,24.0,2
2002041712,1,90.0,5.0,1
2002041713,1,18.0,5.0,2
2002041714,1,27.0,7.0,2
2002041715,1,27.0,4.0,2
2002041716,1,41.0,4.0,2
2002041717,1,18.0,18.0,1
2002041718,1,24.0,4.0,1
2002041719,1,17.0,14.0,2
2002041720,1,,4.0,12
2002041721,1,82.0,5.0,1
2002041722,1,26.0,18.0,2
2002041723,1,62.0,18.0,1
2002041724,1,34.0,4.0,1
2002041725,1,30.0,4.0,2
2002041726,1,36.0,22.0,2
2002041727,1,34.0,1.0,1
2002041728,1,17.0,4.0,2
2002041729,1,79.0,31.0,1
2002041730,1,33.0,11.0,2
2002041731,1,73.0,17.0,1
2002041732,1,27.0,7.0,2
2002041733,1,21.0,4.0,1
2002041734,1,52.0,11.0,2
2002041735,1,48.0,4.0,1
2002041736,1,31.0,4.0,2
2002041737,1,26.0,4.0,2
2002041738,1,18.0,4.0,1
2002041739,1,17.0,7.0,1
2002041740,1,33.0,4.0,12
2002041741,1,22.0,4.0,2
2002041742,1,43.0,4.0,1
2002041743,1,58.0,7.0,2
2002041744,1,61.0,18.0,2
2002041745,1,23.0,11.0,2
2002041746,1,39.0,5.0,2
2002041747,1,,4.0,0
2002041748,1,70.0,18.0,1
2002041749,1,30.0,5.0,1
2002041750,1,,7.0,1
2002041751,1,22.0,4.0,1
2002041752,1,21.0,4.0,1
2002041753,1,54.0,11.0,1
2002041754,1,23.0,18.0,1
2002041755,1,17.0,5.0,1
2002041756,1,80.0,23.0,1
2002041757,1,33.0,4.0,2
2002041758,1,21.0,4.0,2
2002041759,1,18.0,4.0,2
2002041760,1,66.0,4.0,2
2002041761,1,22.0,4.0,1
2002041762,1,29.0,4.0,2
2002041763,1,19.0,4.0,2
2002041764,1,46.0,7.0,1
2002041765,1,56.0,4.0,2
2002041766,1,20.0,7.0,1
2002041767,1,36.0,7.0,2
2002041769,1,26.0,1.0,1
2002041770,1,54.0,7.0,2
2002041771,1,21.0,14.0,1
2002041772,1,18.0,4.0,1
2002041773,1,22.0,5.0,2
2002041774,1,21.0,24.0,1
2002041775,1,38.0,11.0,2
2002041776,1,57.0,4.0,2
2002041777,1,22.0,4.0,1
2002041778,1,20.0,4.0,1
2002041779,1,59.0,7.0,1
2002041780,1,23.0,10.0,2
2002041781,1,45.0,5.0,1
2002041782,1,55.0,1.0,1
2002041783,1,22.0,3.0,1
2002041784,1,25.0,5.0,2
2002041785,1,40.0,24.0,2
2002041786,1,20.0,4.0,1
2002041787,1,20.0,5.0,2
2002041788,1,67.0,12.0,1
2002041789,1,,4.0,1
2002041790,1,23.0,4.0,1
2002041791,1,18.0,23.0,1
2002041792,1,33.0,7.0,1
2002041793,1,71.0,4.0,2
2002041794,1,18.0,5.0,1
2002041795,1,51.0,5.0,1
2002041796,1,19.0,5.0,1
2002041797,1,53.0,18.0,1
2002041798,1,64.0,23.0,2
2002041799,1,,3.0,0
2002041800,1,25.0,1.0,2
2002041801,1,32.0,7.0,2
2002041802,1,59.0,5.0,2
2002041803,1,22.0,7.0,1
2002041804,1,20.0,4.0,2
2002041805,1,29.0,23.0,2
2002041806,1,,4.0,1
2002041807,1,18.0,4.0,2
2002041808,1,18.0,4.0,2
2002041809,1,32.0,4.0,2
2002041810,1,23.0,7.0,1
2002041811,1,,15.0,1
2002041812,1,48.0,1.0,2
2002041813,1,35.0,18.0,1
2002041814,1,20.0,5.0,1
2002041815,1,64.0,4.0,1
2002041816,1,23.0,5.0,2
2002041817,1,51.0,7.0,1
2002041818,1,30.0,4.0,1
2002041819,1,23.0,18.0,1
2002041820,1,44.0,24.0,2
2002041821,1,35.0,4.0,2
2002041822,1,48.0,4.0,2
2002041823,1,,18.0,1
2002041824,1,21.0,18.0,1
2002041825,1,58.0,1.0,2
2002041826,1,64.0,4.0,1
2002041827,1,41.0,18.0,2
2002041828,1,27.0,4.0,2
2002041829,1,32.0,7.0,4
2002041830,1,23.0,4.0,1
2002041831,1,38.0,7.0,1
2002041832,1,,7.0,1
2002041833,1,51.0,23.0,2
2002041834,1,19.0,7.0,1
2002041835,1,27.0,7.0,2
2002041836,1,44.0,31.0,2
2002041837,1,38.0,5.0,2
2002041838,1,,16.0,2
2002041839,1,27.0,1.0,1
2002041840,1,37.0,7.0,2
2002041841,1,18.0,7.0,1
2002041842,1,41.0,7.0,1
2002041843,1,,7.0,2
2002041844,1,18.0,7.0,2
2002041845,1,24.0,7.0,1
2002041846,1,24.0,7.0,1
2002041847,1,34.0,4.0,2
2002041848,1,77.0,7.0,1
2002041849,1,19.0,5.0,1
2002041850,1,22.0,4.0,12
2002041851,1,39.0,4.0,2
2002041852,1,40.0,7.0,1
2002041853,1,45.0,7.0,1
2002041854,1,22.0,23.0,2
2002041855,1,30.0,7.0,2
2002041856,1,,7.0,1
2002041857,1,25.0,5.0,2
2002041858,1,,7.0,2
2002041859,1,58.0,23.0,2
2002041860,1,31.0,5.0,2
2002041861,1,30.0,18.0,1
2002041862,1,,4.0,1
2002041863,1,,4.0,1
2002041864,1,39.0,5.0,1
2002041865,1,19.0,7.0,1
2002041866,1,,7.0,1
2002041867,1,32.0,11.0,1
2002041868,1,19.0,23.0,1
2002041869,1,52.0,5.0,2
2002041870,1,40.0,23.0,1
2002041871,1,19.0,4.0,2
2002041872,1,45.0,16.0,1
2002041873,1,45.0,4.0,2
2002041874,1,17.0,4.0,2
2002041875,1,27.0,4.0,2
2002041876,1,41.0,1.0,1
2002041877,1,16.0,5.0,1
2002041878,1,19.0,2.0,1
2002041879,1,26.0,5.0,1
2002041880,1,21.0,1.0,2
2002041881,1,18.0,4.0,1
2002041882,1,65.0,11.0,2
2002041883,1,21.0,7.0,2
2002041884,1,43.0,8.0,2
2002041885,1,24.0,4.0,2
2002041886,1,32.0,23.0,1
2002041887,1,16.0,5.0,2
2002041888,1,20.0,4.0,1
2002041889,1,21.0,18.0,1
2002041890,1,,11.0,1
2002041891,1,36.0,23.0,2
2002041893,1,21.0,5.0,2
2002041894,1,23.0,1.0,1
2002041895,1,20.0,5.0,1
2002041896,1,40.0,16.0,6
2002041897,1,53.0,4.0,3
2002041898,1,54.0,18.0,2
2002041899,1,25.0,18.0,1
2002041900,1,43.0,18.0,1
2002041901,1,44.0,23.0,3
2002041902,1,23.0,4.0,1
2002041903,1,69.0,23.0,2
2002041904,1,46.0,23.0,2
2002041905,1,18.0,4.0,2
2002041906,1,22.0,7.0,1
2002041907,1,26.0,5.0,1
2002041908,1,42.0,4.0,1
2002041909,1,45.0,1.0,2
2002041910,1,31.0,5.0,1
2002041911,1,19.0,7.0,1
2002041912,1,52.0,11.0,1
2002041913,1,25.0,5.0,1
2002041914,1,40.0,7.0,2
2002041915,1,71.0,5.0,1
2002041916,1,34.0,18.0,1
2002041917,1,48.0,5.0,2
2002041918,1,38.0,4.0,2
2002041919,1,61.0,17.0,2
2002041920,1,26.0,7.0,2
2002041921,1,16.0,7.0,2
2002041922,1,75.0,8.0,2
2002041923,1,53.0,4.0,1
2002041924,1,22.0,5.0,1
2002041925,1,31.0,5.0,6
2002041926,1,21.0,8.0,1
2002041927,1,27.0,1.0,1
2002041928,1,36.0,4.0,2
2002041929,1,57.0,23.0,1
2002041930,1,22.0,5.0,2
2002041931,1,19.0,16.0,1
2002041932,1,15.0,3.0,2
2002041933,1,81.0,4.0,2
2002041934,1,,8.0,1
2002041935,1,21.0,5.0,1
2002041936,1,23.0,5.0,1
2002041937,1,77.0,7.0,1
2002041938,1,63.0,7.0,2
2002041939,1,18.0,5.0,1
2002041940,1,17.0,4.0,2
2002041941,1,48.0,1.0,1
2002041942,1,20.0,14.0,1
2002041943,1,56.0,5.0,2
2002041944,1,22.0,5.0,1
2002041945,1,81.0,5.0,2
2002041946,1,,4.0,1
2002041947,1,69.0,11.0,2
2002041950,1,19.0,7.0,1
2002041951,1,21.0,4.0,2
2002041952,1,27.0,23.0,1
2002041953,1,63.0,23.0,1
2002041954,1,50.0,11.0,1
2002041955,1,72.0,11.0,1
2002041956,1,31.0,23.0,3
2002041957,1,26.0,4.0,2
2002041958,1,51.0,18.0,9
2002041959,1,18.0,4.0,1
2002041960,1,51.0,23.0,2
2002041961,1,65.0,5.0,2
2002041962,1,29.0,5.0,2
2002041963,1,30.0,7.0,2
2002041964,1,26.0,7.0,2
2002041965,1,22.0,5.0,1
2002041966,1,90.0,6.0,1
2002041967,1,25.0,18.0,3
2002041968,1,31.0,7.0,1
2002041969,1,21.0,18.0,2
2002041970,1,26.0,5.0,4
2002041971,1,32.0,23.0,1
2002041972,1,49.0,18.0,1
2002041973,1,52.0,23.0,0
2002041974,1,58.0,5.0,2
2002041975,1,56.0,23.0,1
2002041976,1,31.0,7.0,1
2002041977,1,46.0,7.0,2
2002041978,1,18.0,5.0,1
2002041979,1,41.0,4.0,2
2002041980,1,38.0,18.0,2
2002041981,1,,5.0,1
2002041982,1,20.0,18.0,1
2002041983,1,41.0,7.0,2
2002041984,1,35.0,5.0,3
2002041985,1,19.0,10.0,1
2002041986,1,39.0,4.0,1
2002041987,1,42.0,5.0,1
2002041988,1,31.0,18.0,2
2002041989,1,55.0,18.0,2
2002041990,1,37.0,4.0,1
2002041991,1,56.0,1.0,2
2002041992,1,18.0,6.0,1
2002041993,1,23.0,12.0,1
2002041994,1,,5.0,3
2002041995,1,47.0,18.0,2
2002041996,1,39.0,5.0,2
2002041997,1,,17.0,2
2002041998,1,49.0,23.0,1
2002041999,1,28.0,5.0,2
2002042000,1,36.0,18.0,1
2002042001,1,18.0,5.0,1
2002042002,1,44.0,7.0,2
2002042003,1,27.0,5.0,2
2002042004,1,16.0,23.0,1
2002042005,1,18.0,18.0,2
2002042006,1,18.0,16.0,2
2002042007,1,67.0,5.0,1
2002042008,1,27.0,7.0,2
2002042009,1,51.0,7.0,2
2002042010,1,45.0,7.0,2
2002042011,1,49.0,5.0,2
2002042012,1,27.0,18.0,1
2002042013,1,14.0,7.0,1
2002042014,1,55.0,5.0,2
2002042015,1,21.0,1.0,1
2002042016,1,18.0,5.0,2
2002042017,1,31.0,18.0,1
2002042018,1,44.0,7.0,1
2002042019,1,67.0,7.0,2
2002042020,1,26.0,7.0,2
2002042021,1,70.0,18.0,1
2002042022,1,60.0,7.0,3
2002042023,1,44.0,18.0,2
2002042024,1,20.0,7.0,2
2002042025,1,79.0,7.0,1
2002042026,1,39.0,5.0,2
2002042027,1,29.0,5.0,1
2002042028,1,19.0,5.0,1
2002042029,1,50.0,11.0,1
2002042030,1,27.0,23.0,2
2002042031,1,28.0,5.0,2
2002042032,1,35.0,4.0,2
2002042033,1,37.0,7.0,2
2002042034,1,18.0,4.0,1
2002042035,1,40.0,7.0,2
2002042036,1,18.0,5.0,1
2002042037,1,31.0,1.0,2
2002042038,1,,5.0,1
2002042039,1,89.0,5.0,1
2002042040,1,29.0,5.0,2
2002042041,1,30.0,18.0,1
2002042042,1,19.0,14.0,1
2002042043,1,,5.0,1
2002042044,1,28.0,18.0,2
2002042045,1,76.0,5.0,1
2002042046,1,40.0,23.0,1
2002042047,1,44.0,23.0,2
2002042048,1,16.0,4.0,1
2002042049,1,,4.0,1
2002042050,1,64.0,5.0,2
2002042051,1,63.0,23.0,10
2002042052,1,20.0,5.0,1
2002042053,1,38.0,5.0,1
2002042054,1,44.0,5.0,2
2002042055,1,61.0,6.0,1
2002042056,1,17.0,5.0,1
2002042057,1,37.0,11.0,1
2002042058,1,24.0,7.0,1
2002042059,1,21.0,7.0,2
2002042060,1,,6.0,1
2002042061,1,32.0,11.0,2
2002042062,1,16.0,5.0,1
2002042063,1,41.0,4.0,2
2002042064,1,21.0,4.0,1
2002042065,1,44.0,18.0,1
2002042066,1,34.0,7.0,1
2002042067,1,20.0,7.0,1
2002042068,1,26.0,4.0,1
2002042069,1,45.0,7.0,2
2002042070,1,22.0,5.0,1
2002042071,1,37.0,23.0,1
2002042072,1,26.0,5.0,2
2002042073,1,34.0,10.0,1
2002042074,1,39.0,4.0,2
2002042075,1,74.0,7.0,2
2002042076,1,18.0,23.0,1
2002042077,1,29.0,4.0,1
2002042078,1,25.0,4.0,1
2002042079,1,25.0,5.0,2
2002042080,1,26.0,5.0,1
2002042081,1,37.0,1.0,1
2002042082,1,37.0,23.0,2
2002042083,1,23.0,23.0,1
2002042084,1,34.0,4.0,2
2002042085,1,65.0,10.0,1
2002042086,1,50.0,16.0,2
2002042087,1,45.0,7.0,1
2002042088,1,21.0,4.0,2
2002042089,1,54.0,11.0,2
2002042090,1,67.0,5.0,2
2002042091,1,56.0,5.0,1
2002042092,1,68.0,5.0,1
2002042093,1,78.0,23.0,1
2002042094,1,59.0,4.0,1
2002042095,1,,18.0,0
2002042096,1,40.0,24.0,3
2002042097,1,19.0,23.0,1
2002042098,1,29.0,7.0,2
2002042099,1,39.0,23.0,2
2002042100,1,18.0,7.0,1
2002042101,1,,6.0,1
2002042102,1,44.0,18.0,1
2002042103,1,16.0,4.0,2
2002042104,1,26.0,5.0,2
2002042105,1,41.0,23.0,2
2002042106,1,49.0,11.0,1
2002042107,1,38.0,4.0,1
2002042108,1,50.0,23.0,1
2002042109,1,30.0,11.0,1
2002042110,1,18.0,4.0,1
2002042111,1,24.0,23.0,1
2002042112,1,59.0,8.0,6
2002042113,1,39.0,5.0,1
2002042114,1,55.0,17.0,2
2002042115,1,25.0,11.0,1
2002042116,1,36.0,5.0,2
2002042117,1,51.0,7.0,1
2002042118,1,31.0,7.0,2
2002042119,1,23.0,4.0,1
2002042120,1,18.0,23.0,1
2002042121,1,22.0,23.0,2
2002042122,1,22.0,23.0,1
2002042123,1,34.0,5.0,1
2002042124,1,77.0,5.0,1
2002042125,1,18.0,23.0,1
2002042126,1,23.0,5.0,2
2002042127,1,44.0,7.0,1
2002042128,1,41.0,7.0,1
2002042129,1,18.0,7.0,2
2002042130,1,50.0,5.0,2
2002042131,1,44.0,5.0,1
2002042132,1,45.0,18.0,2
2002042133,1,67.0,23.0,2
2002042134,1,44.0,7.0,2
2002042135,1,44.0,1.0,2
2002042136,1,65.0,16.0,4
2002042137,1,77.0,5.0,1
2002042138,1,28.0,23.0,1
2002042139,1,48.0,23.0,1
2002042140,1,36.0,7.0,2
2002042141,1,38.0,7.0,2
2002042142,1,,17.0,0
2002042143,1,47.0,18.0,1
2002042144,1,34.0,11.0,1
2002042145,1,35.0,5.0,1
2002042146,1,41.0,18.0,2
2002042147,1,38.0,4.0,2
2002042148,1,63.0,7.0,2
2002042149,1,17.0,5.0,1
2002042150,1,21.0,5.0,2
2002042151,1,52.0,5.0,2
2002042152,1,17.0,10.0,1
2002042153,1,36.0,5.0,2
2002042154,1,20.0,10.0,1
2002042155,1,19.0,5.0,1
2002042156,1,17.0,7.0,2
2002042157,1,42.0,11.0,1
2002042158,1,34.0,5.0,1
2002042159,1,45.0,7.0,1
2002042160,1,60.0,18.0,1
2002042161,1,35.0,7.0,1
2002042162,1,,10.0,6
2002042163,1,18.0,7.0,2
2002042164,1,28.0,5.0,1
2002042165,1,28.0,11.0,1
2002042166,1,,17.0,2
2002042167,1,,10.0,2
2002042168,1,61.0,5.0,2
2002042169,1,21.0,7.0,1
2002042170,1,83.0,7.0,1
2002042171,1,42.0,5.0,2
2002042172,1,55.0,7.0,2
2002042173,1,79.0,5.0,2
2002042174,1,32.0,6.0,1
2002042175,1,31.0,18.0,2
2002042176,1,41.0,4.0,2
2002042177,1,54.0,5.0,2
2002042178,1,41.0,5.0,1
2002042179,1,67.0,5.0,1
2002042180,1,18.0,11.0,1
2002042181,1,53.0,7.0,2
2002042182,1,48.0,18.0,1
2002042183,1,75.0,18.0,2
2002042184,1,60.0,18.0,1
2002042185,1,42.0,23.0,1
2002042186,1,20.0,23.0,1
2002042187,1,52.0,7.0,2
2002042188,1,37.0,5.0,2
2002042189,1,24.0,10.0,1
2002042190,1,69.0,5.0,14
2002042191,1,20.0,18.0,1
2002042192,1,31.0,11.0,1
2002042193,1,43.0,8.0,1
2002042194,1,17.0,5.0,2
2002042195,1,,17.0,2
2002042196,1,27.0,5.0,1
2002042197,1,27.0,5.0,1
2002042198,1,19.0,11.0,1
2002042199,1,34.0,5.0,1
2002042200,1,56.0,23.0,1
2002042201,1,22.0,5.0,1
2002042202,1,40.0,5.0,1
2002042203,1,22.0,10.0,2
2002042204,1,86.0,31.0,1
2002042205,1,53.0,11.0,2
2002042206,1,54.0,7.0,1
2002042207,1,19.0,7.0,1
2002042208,1,42.0,11.0,1
2002042209,1,,7.0,1
2002042210,1,72.0,7.0,1
2002042211,1,26.0,23.0,1
2002042212,1,81.0,23.0,14
2002042213,1,17.0,18.0,2
2002042214,1,37.0,20.0,1
2002042215,1,44.0,1.0,2
2002042216,1,17.0,4.0,1
2002042217,1,,4.0,1
2002042218,1,,24.0,2
2002042219,1,27.0,5.0,1
2002042220,1,62.0,4.0,2
2002042221,1,22.0,23.0,2
2002042222,1,46.0,18.0,1
2002042223,1,28.0,17.0,1
2002042224,1,81.0,18.0,1
2002042225,1,49.0,18.0,1
2002042226,1,71.0,23.0,1
2002042227,1,45.0,1.0,1
2002042228,1,30.0,4.0,1
2002042229,1,39.0,5.0,2
2002042230,1,29.0,5.0,2
2002042231,1,43.0,7.0,1
2002042232,1,39.0,20.0,2
2002042233,1,38.0,7.0,2
2002042234,1,45.0,7.0,2
2002042235,1,40.0,4.0,2
2002042236,1,23.0,3.0,1
2002042237,1,21.0,5.0,1
2002042238,1,,3.0,1
2002042239,1,21.0,4.0,2
2002042240,1,20.0,18.0,2
2002042241,1,76.0,7.0,1
2002042242,1,49.0,5.0,2
2002042243,1,58.0,8.0,3
2002042244,1,24.0,5.0,1
2002042245,1,38.0,23.0,12
2002042246,1,63.0,23.0,1
2002042247,1,,17.0,0
2002042248,1,22.0,11.0,1
2002042249,1,55.0,11.0,1
2002042250,1,27.0,5.0,2
2002042251,1,20.0,23.0,2
2002042252,1,17.0,23.0,2
2002042253,1,,23.0,0
2002042254,1,,17.0,1
2002042255,1,18.0,23.0,1
2002042256,1,42.0,5.0,2
2002042257,1,19.0,5.0,1
2002042258,1,51.0,5.0,2
2002042259,1,42.0,17.0,6
2002042260,1,36.0,23.0,3
2002042261,1,16.0,23.0,2
2002042262,1,,17.0,2
2002042263,1,52.0,7.0,1
2002042264,1,19.0,7.0,2
2002042265,1,30.0,11.0,2
2002042266,1,20.0,23.0,1
2002042267,1,39.0,7.0,2
2002042268,1,29.0,5.0,2
2002042269,1,20.0,5.0,1
2002042270,1,32.0,7.0,1
2002042271,1,,3.0,1
2002042272,1,59.0,7.0,1
2002042273,1,19.0,10.0,1
2002042274,1,,24.0,2
2002042275,1,20.0,5.0,1
2002042276,1,35.0,11.0,2
2002042277,1,,7.0,1
2002042278,1,23.0,11.0,1
2002042279,1,65.0,11.0,1
2002042280,1,41.0,5.0,3
2002042281,1,23.0,22.0,1
2002042282,1,67.0,11.0,1
2002042283,1,22.0,4.0,2
2002042284,1,30.0,11.0,1
2002042285,1,42.0,23.0,2
2002042286,1,48.0,10.0,6
2002042287,1,25.0,12.0,1
2002042288,1,17.0,5.0,2
2002042289,1,18.0,22.0,1
2002042290,1,40.0,5.0,1
2002042291,1,27.0,7.0,1
2002042292,1,35.0,23.0,2
2002042293,1,,23.0,0
2002042294,1,34.0,32.0,2
2002042295,1,33.0,5.0,2
2002042296,1,29.0,5.0,1
2002042297,1,57.0,5.0,1
2002042298,1,18.0,5.0,1
2002042299,1,23.0,7.0,2
2002042300,1,69.0,18.0,1
2002042301,1,88.0,5.0,1
2002042302,1,18.0,7.0,1
2002042303,1,68.0,22.0,1
2002042304,1,20.0,10.0,2
2002042305,1,55.0,11.0,2
2002042306,1,26.0,7.0,1
2002042307,1,37.0,17.0,2
2002042308,1,20.0,18.0,1
2002042309,1,54.0,5.0,2
2002042310,1,18.0,23.0,1
2002042311,1,16.0,23.0,1
2002042312,1,48.0,10.0,1
2002042313,1,21.0,18.0,2
2002042314,1,50.0,11.0,2
2002042315,1,28.0,5.0,1
2002042316,1,,18.0,1
2002042317,1,24.0,7.0,1
2002042318,1,23.0,5.0,1
2002042319,1,21.0,4.0,1
2002042320,1,32.0,18.0,2
2002042321,1,,24.0,0
2002042322,1,68.0,18.0,2
2002042323,1,17.0,5.0,1
2002042324,1,35.0,5.0,1
2002042325,1,61.0,5.0,1
2002042326,1,17.0,7.0,1
2002042327,1,55.0,5.0,2
2002042328,1,,24.0,2
2002042329,1,21.0,7.0,1
2002042330,1,68.0,5.0,2
2002042331,1,23.0,5.0,2
2002042332,1,,5.0,0
2002042333,1,23.0,5.0,1
2002042334,1,49.0,7.0,1
2002042335,1,78.0,11.0,2
2002042336,1,18.0,5.0,1
2002042337,1,25.0,7.0,6
2002042338,1,21.0,7.0,1
2002042339,1,23.0,7.0,1
2002042340,1,38.0,10.0,2
2002042341,1,51.0,5.0,2
2002042342,1,21.0,4.0,1
2002042343,1,55.0,7.0,1
2002042344,1,23.0,7.0,1
2002042345,1,32.0,7.0,2
2002042346,1,27.0,18.0,10
2002042347,1,50.0,5.0,2
2002042348,1,39.0,5.0,2
2002042349,1,52.0,22.0,1
2002042350,1,20.0,5.0,1
2002042351,1,39.0,5.0,1
2002042352,1,45.0,5.0,2
2002042353,1,22.0,7.0,1
2002042354,1,21.0,5.0,1
2002042355,1,45.0,18.0,2
2002042356,1,41.0,5.0,2
2002042357,1,77.0,11.0,1
2002042358,1,56.0,5.0,1
2002042359,1,33.0,22.0,1
2002042360,1,18.0,5.0,1
2002042361,1,31.0,18.0,2
2002042362,1,91.0,23.0,1
2002042363,1,25.0,5.0,2
2002042364,1,35.0,18.0,2
2002042365,1,,7.0,2
2002042366,1,,4.0,1
2002042367,1,54.0,7.0,2
2002042368,1,20.0,18.0,1
2002042369,1,21.0,7.0,1
2002042370,1,,7.0,2
